icon,lat,lon,offentlig_avtale,tooltip
phone-alt,59.23225217916346,6.168954328995507,,Rådhusnavn: Hjelmeland rådhus
phone-alt,58.8457912251107,5.72854780998806,,Rådhusnavn: Sandnes rådhus
phone-alt,59.025977763614684,6.038348628742162,,Rådhusnavn: Strand rådhus
phone-alt,58.97330850708384,5.727083064116391,,Rådhusnavn: Stavanger rådhus
phone-alt,58.99807718717332,5.6119918513125,,Rådhusnavn: Randaberg rådhus
phone-alt,58.614719251983594,5.649788782702011,,Rådhusnavn: Hå rådhus
phone-alt,58.45064715923323,6.008400603486728,,Rådhusnavn: Eigersund rådhus
phone-alt,58.34276691130685,6.295259397762239,,Rådhusnavn: Sokndal rådhus
phone-alt,58.64016951472058,6.085094269050384,,Rådhusnavn: Bjerkreim rådhus
phone-alt,58.095161137445764,6.798971836520366,,Rådhusnavn: Farsund rådhus
phone-alt,58.29632594297593,6.667201341832491,,Rådhusnavn: Flekkefjord rådhus
phone-alt,58.13634470939781,7.064378286092475,,Rådhusnavn: Lyngdal rådhus
phone-alt,58.38558246510738,7.216135738028404,,Rådhusnavn: Hægebostad rådhus
phone-alt,58.31651056605533,6.95480382679039,,Rådhusnavn: Kvinesdal rådhus
phone-alt,59.484968973354206,6.254681017027567,,Rådhusnavn: Suldal rådhus
phone-alt,59.65040602765586,6.359129334202362,,Rådhusnavn: Sauda rådhus
phone-alt,59.41358133547114,5.2711050678939175,,Rådhusnavn: Haugesund rådhus
phone-alt,59.333227739098575,5.4966999742741365,,Rådhusnavn: Tysvær rådhus
phone-alt,59.281377482643784,5.304047759628606,,Rådhusnavn: Karmøy rådhus
phone-alt,58.61416549632703,7.410273012043845,,Rådhusnavn: Åseral rådhus
phone-alt,58.081845909009814,7.297954500179331,,Rådhusnavn: Lindesnes rådhus
phone-alt,58.34401350095672,8.594797854651617,,Rådhusnavn: Grimstad rådhus
phone-alt,58.45986550049199,8.761371431598741,,Rådhusnavn: Arendal rådhus
phone-alt,58.24810854053181,8.382508614986195,,Rådhusnavn: Lillesand rådhus
phone-alt,58.33618697608927,8.23669722719061,,Rådhusnavn: Birkenes rådhus
phone-alt,58.27192849596659,7.976884124338048,,Rådhusnavn: Vennesla rådhus
phone-alt,58.15520504511146,8.014408418271966,,Rådhusnavn: Lund rådhus
phone-alt,58.14436221481018,7.997828806518315,,Rådhusnavn: Kristiansand rådhus
phone-alt,58.42417329502442,7.977661233424198,,Rådhusnavn: Iveland rådhus
phone-alt,58.5576937077526,7.780707492709323,,Rådhusnavn: Evje og Hornnes rådhus
phone-alt,59.20718976510215,10.934840418196952,,Rådhusnavn: Fredrikstad rådhus
phone-alt,59.11912664600652,11.389842618106366,,Rådhusnavn: Halden rådhus
phone-alt,59.28062582671422,11.119817826726724,,Rådhusnavn: Sarpsborg rådhus
phone-alt,60.156819661680984,10.252241214805794,,Rådhusnavn: Ringerike rådhus
phone-alt,59.58021452346453,11.158287804639155,,Rådhusnavn: Indre Østfold rådhus
phone-alt,59.882339526829725,11.562243184139732,,Rådhusnavn: Aurskog-Høland rådhus
phone-alt,59.7194952657078,10.84233124177621,,Rådhusnavn: Nordre Follo rådhus
